depth,speed
0,1469.22873227222
10,1469.06297288471
20,1468.90702368969
30,1468.76061182929
40,1468.62347087089
50,1468.49534073606
60,1468.37596762407
70,1468.26510393053
80,1468.16250816165
90,1468.06794484491
100,1467.98118443621
110,1467.90200322437
120,1467.8301832331
130,1467.76551212097
140,1467.70778307974
150,1467.65679473128
160,1467.61235102353
170,1467.57426112561
180,1467.54233932255
190,1467.51640490968
200,1467.496282087
250,1467.47701889969
300,1467.57931257321
350,1467.78608507894
400,1468.08256908941
450,1468.45602644275
500,1468.89549170421
550,1469.39154158302
600,1469.93608966214
700,1471.14395351377
800,1472.47477853947
900,1473.89617650259
1200,1478.4979421343
1727.8,1487.15307844902
