depth,speed
0.0,1497.577
10.0,1495.999
20.0,1489.837
30.0,1485.25
40.0,1483.194
50.0,1483.542
60.0,1484.296
70.0,1484.129
80.0,1483.022
90.0,1481.242
100.0,1479.58
110.0,1478.436
120.0,1476.976
130.0,1475.121
140.0,1473.885
150.0,1472.382
160.0,1470.669
170.0,1469.28
180.0,1468.115
190.0,1467.372
200.0,1466.666
250.0,1463.435
300.0,1463.356
350.0,1464.191
400.0,1467.33
450.0,1469.306
500.0,1470.507
550.0,1472.041
600.0,1472.612
700.0,1473.931
800.0,1474.944
900.0,1475.893
1200.0,1479.53
1600.0,1484.604
2386.7,1495.652
