depth,speed
0.0,1499.424
10.0,1499.404
20.0,1498.802
30.0,1497.537
40.0,1495.292
50.0,1493.311
60.0,1491.953
70.0,1490.043
80.0,1489.08
90.0,1485.573
100.0,1482.485
110.0,1481.45
120.0,1481.055
130.0,1480.256
140.0,1481.789
150.0,1482.79
160.0,1485.117
170.0,1483.44
180.0,1482.38
190.0,1479.175
200.0,1477.198
250.0,1469.591
300.0,1460.946
350.0,1461.305
400.0,1462.356
450.0,1462.906
500.0,1464.985
550.0,1468.628
600.0,1471.397
700.0,1474.482
800.0,1476.913
900.0,1477.806
1200.0,1480.918
1600.0,1485.326
2386.7,1495.803
