depth,speed
0.0,1534.281
10.0,1527.977
20.0,1518.357
30.0,1511.913
40.0,1504.356
50.0,1499.91
60.0,1498.369
70.0,1497.625
80.0,1497.14
90.0,1496.725
100.0,1496.541
110.0,1496.531
120.0,1496.599
130.0,1496.67
140.0,1496.658
150.0,1496.473
160.0,1496.144
170.0,1495.563
180.0,1494.831
190.0,1493.985
200.0,1492.92
250.0,1487.306
300.0,1484.987
350.0,1483.446
400.0,1481.369
450.0,1476.736
500.0,1471.446
550.0,1469.501
600.0,1471.964
700.0,1474.406
800.0,1478.007
900.0,1479.182
1200.0,1481.782
1600.0,1486.165
2386.7,1495.103
