depth,speed
0.0,1504.239
10.0,1503.019
20.0,1497.436
30.0,1491.38
40.0,1488.26
50.0,1488.283
60.0,1488.365
70.0,1486.274
80.0,1483.668
90.0,1482.024
100.0,1479.582
110.0,1472.119
120.0,1465.786
130.0,1461.836
140.0,1461.224
150.0,1463.716
160.0,1466.896
170.0,1466.178
180.0,1464.556
190.0,1462.712
200.0,1462.612
250.0,1463.272
300.0,1464.751
350.0,1468.855
400.0,1469.606
450.0,1470.585
500.0,1471.58
550.0,1472.115
600.0,1473.396
700.0,1473.975
800.0,1475.078
900.0,1476.384
1200.0,1479.421
1600.0,1484.601
2387.033,1495.666
