depth,speed
0.0,1513.29
10.0,1513.096
20.0,1512.94
30.0,1513.029
40.0,1513.347
50.0,1513.25
60.0,1510.573
70.0,1506.387
80.0,1503.425
90.0,1501.47
100.0,1500.027
110.0,1499.061
120.0,1498.467
130.0,1497.311
140.0,1496.059
150.0,1495.157
160.0,1494.851
170.0,1494.137
180.0,1493.167
190.0,1492.011
200.0,1491.052
250.0,1485.243
300.0,1480.031
350.0,1476.219
400.0,1473.791
450.0,1472.482
500.0,1474.09
550.0,1474.899
600.0,1474.674
700.0,1476.303
800.0,1478.231
900.0,1479.355
1200.0,1480.856
1600.0,1485.011
2386.7,1495.43
