depth,speed
0.0,1506.169
10.0,1506.249
20.0,1506.379
30.0,1506.521
40.0,1506.669
50.0,1506.818
60.0,1506.973
70.0,1506.985
80.0,1505.5
90.0,1502.615
100.0,1500.559
110.0,1498.826
120.0,1497.133
130.0,1495.481
140.0,1493.591
150.0,1492.251
160.0,1491.409
170.0,1490.91
180.0,1490.663
190.0,1490.444
200.0,1490.132
250.0,1487.288
300.0,1483.289
350.0,1479.898
400.0,1476.463
450.0,1472.242
500.0,1472.355
550.0,1472.629
600.0,1474.674
700.0,1477.173
800.0,1478.405
900.0,1478.969
1200.0,1481.171
1600.0,1485.891
2386.7,1495.423
