depth,speed
0.0,1513.454
10.0,1509.132
20.0,1486.738
30.0,1478.757
40.0,1475.774
50.0,1476.133
60.0,1474.636
70.0,1472.541
80.0,1472.892
90.0,1470.691
100.0,1468.326
110.0,1467.209
120.0,1465.85
130.0,1464.742
140.0,1464.001
150.0,1463.419
160.0,1462.421
170.0,1462.241
180.0,1461.671
190.0,1461.013
200.0,1461.128
250.0,1463.67
300.0,1466.23
350.0,1465.254
400.0,1466.928
450.0,1469.183
500.0,1470.372
550.0,1473.062
600.0,1472.52
700.0,1474.214
800.0,1475.273
900.0,1475.861
1200.0,1479.752
1600.0,1484.434
2386.7,1495.496
