depth,speed
0.0,1488.327
10.0,1488.405
20.0,1488.259
30.0,1487.645
40.0,1487.4
50.0,1487.353
60.0,1487.279
70.0,1487.325
80.0,1487.386
90.0,1487.51
100.0,1487.658
110.0,1487.79
120.0,1487.916
130.0,1488.026
140.0,1488.066
150.0,1488.093
160.0,1488.167
170.0,1488.19
180.0,1488.243
190.0,1488.332
200.0,1488.253
250.0,1487.737
300.0,1486.085
350.0,1481.649
400.0,1479.176
450.0,1475.274
500.0,1471.309
550.0,1470.579
600.0,1471.118
700.0,1476.404
800.0,1478.081
900.0,1478.616
1200.0,1480.993
1600.0,1485.612
2386.7,1495.788
