depth,speed
0.0,1533.415
10.0,1531.756
20.0,1524.816
30.0,1513.442
40.0,1507.417
50.0,1505.129
60.0,1502.676
70.0,1500.07
80.0,1498.839
90.0,1497.153
100.0,1491.993
110.0,1488.457
120.0,1484.528
130.0,1479.474
140.0,1474.757
150.0,1473.005
160.0,1471.288
170.0,1469.78
180.0,1469.292
190.0,1467.365
200.0,1466.69
250.0,1465.452
300.0,1465.203
350.0,1468.321
400.0,1468.841
450.0,1470.022
500.0,1475.745
550.0,1475.585
600.0,1475.232
700.0,1475.138
800.0,1475.258
900.0,1476.05
1200.0,1479.543
1600.0,1484.571
2386.7,1495.243
