depth,speed
0.0,1492.976
10.0,1493.071
20.0,1493.141
30.0,1493.196
40.0,1493.164
50.0,1493.247
60.0,1493.296
70.0,1493.317
80.0,1493.255
90.0,1492.992
100.0,1491.657
110.0,1489.773
120.0,1488.38
130.0,1487.848
140.0,1487.212
150.0,1486.912
160.0,1486.661
170.0,1484.936
180.0,1485.153
190.0,1484.501
200.0,1483.501
250.0,1481.865
300.0,1479.139
350.0,1476.813
400.0,1475.787
450.0,1472.858
500.0,1470.455
550.0,1471.69
600.0,1471.256
700.0,1475.714
800.0,1477.725
900.0,1479.126
1200.0,1480.098
1600.0,1484.059
2386.7,1495.862
