depth,speed
0.0,1497.219
10.0,1497.307
20.0,1497.238
30.0,1497.085
40.0,1497.041
50.0,1497.136
60.0,1497.229
70.0,1497.348
80.0,1497.453
90.0,1497.513
100.0,1492.563
110.0,1485.641
120.0,1481.662
130.0,1478.144
140.0,1475.094
150.0,1473.653
160.0,1474.936
170.0,1474.276
180.0,1474.043
190.0,1473.817
200.0,1472.513
250.0,1473.56
300.0,1469.317
350.0,1471.255
400.0,1471.662
450.0,1469.841
500.0,1471.417
550.0,1473.571
600.0,1473.879
700.0,1474.164
800.0,1475.842
900.0,1476.908
1200.0,1479.932
1600.0,1484.835
2386.7,1495.781
