depth,speed
0.0,1522.335
10.0,1522.435
20.0,1522.441
30.0,1522.213
40.0,1521.935
50.0,1519.655
60.0,1513.417
70.0,1510.445
80.0,1511.33
90.0,1508.879
100.0,1506.905
110.0,1505.507
120.0,1504.201
130.0,1502.882
140.0,1501.423
150.0,1499.242
160.0,1498.456
170.0,1497.955
180.0,1497.5
190.0,1497.094
200.0,1496.823
250.0,1487.182
300.0,1481.385
350.0,1474.776
400.0,1475.11
450.0,1473.762
500.0,1476.044
550.0,1477.828
600.0,1477.906
700.0,1476.786
800.0,1477.994
900.0,1478.315
1200.0,1480.746
1600.0,1485.112
2386.7,1495.419
