depth,speed
0.0,1530.613
10.0,1530.72
20.0,1530.835
30.0,1525.699
40.0,1515.068
50.0,1511.162
60.0,1508.038
70.0,1505.792
80.0,1504.454
90.0,1503.654
100.0,1502.636
110.0,1501.75
120.0,1501.163
130.0,1500.87
140.0,1500.702
150.0,1500.667
160.0,1500.719
170.0,1500.797
180.0,1500.831
190.0,1500.792
200.0,1500.722
250.0,1499.751
300.0,1494.367
350.0,1489.51
400.0,1484.305
450.0,1481.171
500.0,1479.036
550.0,1479.76
600.0,1479.649
700.0,1479.405
800.0,1478.758
900.0,1479.35
1200.0,1481.579
1600.0,1485.336
2386.7,1495.253
