depth,speed
0.0,1486.705
10.0,1486.816
20.0,1486.963
30.0,1487.13
40.0,1487.287
50.0,1487.458
60.0,1487.628
70.0,1487.795
80.0,1487.933
90.0,1488.079
100.0,1488.234
110.0,1488.391
120.0,1488.559
130.0,1488.72
140.0,1488.869
150.0,1488.845
160.0,1488.815
170.0,1488.754
180.0,1488.565
190.0,1487.991
200.0,1486.72
250.0,1479.967
300.0,1470.325
350.0,1472.236
400.0,1471.595
450.0,1473.608
500.0,1479.371
550.0,1477.027
600.0,1475.441
700.0,1474.366
800.0,1475.067
900.0,1476.439
1200.0,1479.363
1600.0,1484.564
2386.7,1495.687
