depth,speed
0.0,1523.787
10.0,1524.101
20.0,1523.614
30.0,1519.301
40.0,1513.739
50.0,1508.402
60.0,1505.635
70.0,1503.922
80.0,1502.577
90.0,1501.076
100.0,1499.548
110.0,1498.129
120.0,1497.181
130.0,1496.036
140.0,1494.924
150.0,1493.728
160.0,1492.761
170.0,1491.725
180.0,1489.992
190.0,1488.431
200.0,1487.794
250.0,1486.948
300.0,1482.913
350.0,1480.876
400.0,1479.165
450.0,1477.128
500.0,1476.332
550.0,1476.83
600.0,1477.068
700.0,1476.598
800.0,1476.85
900.0,1477.513
1200.0,1480.107
1600.0,1484.91
2386.7,1495.494
