depth,speed
0.0,1505.833
10.0,1505.916
20.0,1505.987
30.0,1505.794
40.0,1505.273
50.0,1504.551
60.0,1502.683
70.0,1500.377
80.0,1499.274
90.0,1497.498
100.0,1494.994
110.0,1493.196
120.0,1490.915
130.0,1486.945
140.0,1482.355
150.0,1478.954
160.0,1476.515
170.0,1474.972
180.0,1473.401
190.0,1472.489
200.0,1471.586
250.0,1474.463
300.0,1471.761
350.0,1473.349
400.0,1472.926
450.0,1473.86
500.0,1475.012
550.0,1474.569
600.0,1474.803
700.0,1474.863
800.0,1475.765
900.0,1476.713
1200.0,1479.322
1600.0,1484.52
2386.7,1495.696
