depth,speed
0.0,1471.56
10.0,1471.665
20.0,1471.828
30.0,1471.878
40.0,1472.035
50.0,1471.996
60.0,1471.668
70.0,1472.032
80.0,1472.357
90.0,1472.546
100.0,1472.494
110.0,1472.252
120.0,1472.215
130.0,1472.13
140.0,1471.963
150.0,1470.914
160.0,1470.361
170.0,1469.443
180.0,1467.44
190.0,1466.891
200.0,1466.717
250.0,1463.8
300.0,1466.323
350.0,1467.439
400.0,1469.323
450.0,1470.799
500.0,1472.185
550.0,1473.158
600.0,1473.824
700.0,1474.561
800.0,1475.72
900.0,1476.2
1200.0,1480.224
1600.0,1484.901
2386.7,1495.473
