depth,speed
0.0,1492.535
10.0,1492.602
20.0,1492.635
30.0,1492.618
40.0,1492.12
50.0,1491.593
60.0,1491.268
70.0,1491.077
80.0,1490.903
90.0,1490.715
100.0,1490.511
110.0,1490.494
120.0,1490.517
130.0,1490.471
140.0,1490.563
150.0,1490.284
160.0,1489.405
170.0,1488.777
180.0,1488.059
190.0,1485.895
200.0,1484.971
250.0,1481.8
300.0,1479.225
350.0,1474.825
400.0,1473.167
450.0,1470.552
500.0,1473.117
550.0,1477.142
600.0,1478.168
700.0,1477.082
800.0,1477.527
900.0,1477.637
1200.0,1480.174
1600.0,1484.777
2386.7,1495.569
