depth,speed
0.0,1537.55
10.0,1536.953
20.0,1529.585
30.0,1518.148
40.0,1509.527
50.0,1502.271
60.0,1494.906
70.0,1485.71
80.0,1484.005
90.0,1484.144
100.0,1483.668
110.0,1482.027
120.0,1479.064
130.0,1476.698
140.0,1474.003
150.0,1472.219
160.0,1470.302
170.0,1469.121
180.0,1468.357
190.0,1467.575
200.0,1467.18
250.0,1467.761
300.0,1466.621
350.0,1468.644
400.0,1472.539
450.0,1473.283
500.0,1472.478
550.0,1473.335
600.0,1475.377
700.0,1475.319
800.0,1476.223
900.0,1476.833
1200.0,1480.031
1600.0,1484.887
2386.7,1495.772
