depth,speed
0.0,1523.41
10.0,1523.287
20.0,1522.863
30.0,1521.251
40.0,1519.07
50.0,1518.03
60.0,1517.388
70.0,1516.896
80.0,1515.999
90.0,1514.81
100.0,1513.564
110.0,1512.579
120.0,1511.502
130.0,1510.24
140.0,1509.117
150.0,1507.717
160.0,1506.407
170.0,1505.593
180.0,1504.668
190.0,1503.485
200.0,1502.708
250.0,1496.101
300.0,1488.659
350.0,1489.04
400.0,1484.112
450.0,1483.344
500.0,1480.837
550.0,1479.301
600.0,1478.502
700.0,1477.454
800.0,1478.115
900.0,1478.294
1200.0,1480.695
1600.0,1485.338
2386.7,1495.945
