depth,speed
0.0,1516.479
10.0,1516.597
20.0,1516.697
30.0,1516.692
40.0,1516.392
50.0,1516.005
60.0,1515.477
70.0,1515.283
80.0,1514.544
90.0,1513.212
100.0,1512.445
110.0,1511.765
120.0,1511.138
130.0,1511.196
140.0,1511.182
150.0,1511.025
160.0,1510.862
170.0,1510.676
180.0,1510.237
190.0,1509.357
200.0,1507.807
250.0,1497.487
300.0,1489.445
350.0,1476.778
400.0,1479.205
450.0,1477.722
500.0,1477.508
550.0,1476.216
600.0,1476.263
700.0,1476.447
800.0,1476.67
900.0,1477.529
1200.0,1479.673
1606.169,1485.43
