depth,speed
0.0,1529.379
10.0,1529.493
20.0,1529.531
30.0,1529.507
40.0,1529.374
50.0,1528.536
60.0,1525.844
70.0,1524.228
80.0,1523.202
90.0,1522.102
100.0,1521.213
110.0,1520.47
120.0,1519.554
130.0,1518.802
140.0,1518.055
150.0,1517.137
160.0,1516.394
170.0,1515.993
180.0,1515.474
190.0,1514.825
200.0,1514.26
250.0,1509.628
300.0,1505.05
350.0,1499.069
400.0,1495.951
450.0,1489.905
500.0,1483.073
550.0,1479.02
600.0,1477.101
700.0,1477.642
800.0,1477.616
900.0,1478.23
1200.0,1480.277
1606.169,1485.067
