depth,speed
0.0,1528.158
10.0,1528.096
20.0,1527.729
30.0,1527.239
40.0,1526.871
50.0,1526.316
60.0,1525.649
70.0,1524.492
80.0,1523.117
90.0,1522.028
100.0,1521.33
110.0,1520.348
120.0,1519.199
130.0,1518.234
140.0,1517.475
150.0,1516.402
160.0,1515.325
170.0,1514.651
180.0,1513.817
190.0,1513.233
200.0,1512.51
250.0,1508.954
300.0,1504.751
350.0,1499.13
400.0,1494.014
450.0,1490.001
500.0,1486.38
550.0,1483.152
600.0,1481.762
700.0,1479.24
800.0,1478.888
900.0,1478.821
1200.0,1480.05
1606.169,1484.645
