depth,speed
0.0,1524.572
10.0,1524.701
20.0,1524.578
30.0,1524.014
40.0,1523.613
50.0,1523.225
60.0,1523.025
70.0,1522.961
80.0,1522.946
90.0,1523.012
100.0,1523.088
110.0,1523.124
120.0,1523.17
130.0,1523.095
140.0,1522.816
150.0,1521.825
160.0,1520.331
170.0,1519.012
180.0,1517.67
190.0,1516.665
200.0,1515.39
250.0,1508.646
300.0,1504.757
350.0,1499.671
400.0,1493.785
450.0,1489.077
500.0,1485.716
550.0,1482.083
600.0,1480.585
700.0,1478.703
800.0,1478.116
900.0,1478.496
1200.0,1480.13
1606.169,1485.127
