depth,speed
0.0,1539.247
10.0,1539.168
20.0,1538.433
30.0,1537.151
40.0,1534.486
50.0,1531.441
60.0,1528.719
70.0,1526.375
80.0,1523.864
90.0,1521.401
100.0,1519.206
110.0,1517.18
120.0,1514.955
130.0,1513.294
140.0,1512.091
150.0,1510.611
160.0,1509.421
170.0,1508.289
180.0,1507.123
190.0,1505.685
200.0,1504.284
250.0,1499.609
300.0,1495.001
350.0,1489.658
400.0,1486.823
450.0,1484.484
500.0,1482.227
550.0,1480.311
600.0,1478.689
700.0,1477.061
800.0,1478.102
900.0,1478.123
1200.0,1480.147
1606.169,1484.862
