depth,speed
0.0,1538.788
10.0,1538.784
20.0,1537.669
30.0,1535.265
40.0,1532.595
50.0,1530.279
60.0,1528.832
70.0,1527.582
80.0,1525.71
90.0,1524.573
100.0,1523.423
110.0,1521.776
120.0,1520.381
130.0,1519.616
140.0,1518.337
150.0,1517.031
160.0,1515.489
170.0,1514.217
180.0,1512.81
190.0,1511.109
200.0,1509.282
250.0,1501.383
300.0,1497.789
350.0,1494.294
400.0,1489.571
450.0,1484.713
500.0,1478.013
550.0,1477.251
600.0,1477.711
700.0,1477.533
800.0,1477.91
900.0,1478.095
1200.0,1480.181
1606.169,1484.903
