depth,speed
0.0,1516.237
10.0,1516.339
20.0,1516.484
30.0,1516.638
40.0,1516.774
50.0,1516.821
60.0,1516.566
70.0,1516.316
80.0,1515.925
90.0,1515.534
100.0,1515.405
110.0,1514.988
120.0,1514.685
130.0,1514.136
140.0,1513.247
150.0,1512.495
160.0,1511.85
170.0,1511.092
180.0,1510.336
190.0,1509.559
200.0,1508.959
250.0,1506.093
300.0,1502.388
350.0,1498.333
400.0,1495.294
450.0,1492.872
500.0,1488.353
550.0,1484.162
600.0,1481.292
700.0,1481.313
800.0,1478.825
900.0,1478.572
1200.0,1480.837
1606.169,1485.716
