depth,speed
0.0,1524.183
10.0,1524.34
20.0,1524.527
30.0,1524.686
40.0,1524.862
50.0,1525.031
60.0,1525.152
70.0,1524.729
80.0,1524.256
90.0,1523.365
100.0,1522.614
110.0,1522.06
120.0,1521.686
130.0,1521.22
140.0,1520.696
150.0,1520.249
160.0,1519.94
170.0,1519.532
180.0,1518.46
190.0,1516.814
200.0,1515.318
250.0,1512.127
300.0,1507.521
350.0,1502.385
400.0,1498.045
450.0,1494.571
500.0,1490.281
550.0,1487.893
600.0,1485.501
700.0,1482.578
800.0,1478.216
900.0,1478.369
1200.0,1480.864
1606.169,1485.028
