depth,speed
0.0,1520.708
10.0,1520.806
20.0,1520.973
30.0,1521.148
40.0,1521.308
50.0,1521.464
60.0,1521.597
70.0,1521.646
80.0,1521.715
90.0,1521.817
100.0,1521.914
110.0,1522.046
120.0,1522.207
130.0,1522.376
140.0,1522.522
150.0,1522.447
160.0,1522.193
170.0,1521.527
180.0,1520.835
190.0,1519.737
200.0,1518.825
250.0,1517.077
300.0,1508.401
350.0,1503.107
400.0,1500.073
450.0,1495.948
500.0,1492.555
550.0,1488.11
600.0,1485.263
700.0,1480.298
800.0,1479.014
900.0,1479.1
1200.0,1480.6
1606.169,1484.881
