depth,speed
0.0,1541.742
10.0,1541.521
20.0,1540.102
30.0,1538.02
40.0,1534.457
50.0,1531.576
60.0,1529.639
70.0,1527.916
80.0,1525.971
90.0,1524.262
100.0,1522.944
110.0,1521.735
120.0,1520.71
130.0,1519.58
140.0,1518.966
150.0,1518.685
160.0,1518.549
170.0,1518.238
180.0,1517.522
190.0,1516.537
200.0,1515.546
250.0,1512.075
300.0,1507.661
350.0,1502.568
400.0,1496.867
450.0,1492.91
500.0,1490.041
550.0,1487.484
600.0,1485.708
700.0,1482.097
800.0,1480.788
900.0,1479.853
1200.0,1481.361
1606.169,1484.621
