depth,speed
0.0,1539.531
10.0,1539.521
20.0,1539.143
30.0,1537.957
40.0,1536.369
50.0,1534.166
60.0,1532.483
70.0,1529.335
80.0,1527.15
90.0,1525.429
100.0,1523.806
110.0,1522.152
120.0,1521.213
130.0,1520.287
140.0,1519.435
150.0,1518.166
160.0,1517.06
170.0,1515.348
180.0,1514.533
190.0,1513.74
200.0,1513.077
250.0,1504.566
300.0,1495.658
350.0,1490.07
400.0,1485.802
450.0,1480.325
500.0,1476.53
550.0,1476.03
600.0,1475.351
700.0,1475.507
800.0,1476.079
900.0,1477.182
1200.0,1480.132
1606.169,1484.357
