depth,speed
0.0,1526.251
10.0,1526.361
20.0,1526.487
30.0,1526.593
40.0,1526.486
50.0,1526.44
60.0,1526.488
70.0,1526.608
80.0,1526.52
90.0,1526.299
100.0,1526.197
110.0,1525.934
120.0,1525.603
130.0,1524.801
140.0,1523.726
150.0,1523.148
160.0,1521.881
170.0,1521.172
180.0,1520.272
190.0,1518.693
200.0,1517.356
250.0,1512.937
300.0,1506.359
350.0,1501.701
400.0,1495.668
450.0,1491.322
500.0,1485.884
550.0,1482.583
600.0,1479.157
700.0,1478.117
800.0,1479.003
900.0,1479.184
1200.0,1480.309
1606.169,1484.911
