depth,speed
0.0,1521.31
10.0,1521.092
20.0,1519.606
30.0,1518.64
40.0,1517.869
50.0,1517.11
60.0,1516.179
70.0,1515.649
80.0,1515.251
90.0,1514.863
100.0,1514.362
110.0,1513.988
120.0,1513.27
130.0,1512.549
140.0,1511.761
150.0,1510.945
160.0,1510.435
170.0,1509.982
180.0,1509.569
190.0,1509.025
200.0,1508.583
250.0,1505.094
300.0,1497.905
350.0,1494.051
400.0,1491.323
450.0,1486.831
500.0,1484.588
550.0,1483.459
600.0,1481.596
700.0,1479.835
800.0,1478.135
900.0,1477.796
1200.0,1479.667
1606.169,1484.855
