depth,speed
0.0,1511.639
10.0,1511.688
20.0,1511.712
30.0,1511.756
40.0,1511.798
50.0,1511.803
60.0,1511.35
70.0,1510.602
80.0,1510.191
90.0,1509.738
100.0,1508.69
110.0,1507.882
120.0,1507.246
130.0,1506.515
140.0,1505.936
150.0,1505.327
160.0,1504.478
170.0,1503.655
180.0,1503.073
190.0,1502.362
200.0,1501.212
250.0,1497.009
300.0,1494.125
350.0,1490.904
400.0,1488.072
450.0,1486.572
500.0,1483.844
550.0,1478.071
600.0,1479.877
700.0,1478.521
800.0,1477.545
900.0,1477.856
1200.0,1480.054
1606.169,1484.288
