depth,speed
0.0,1532.557
10.0,1532.43
20.0,1531.956
30.0,1531.664
40.0,1531.029
50.0,1530.671
60.0,1530.566
70.0,1529.975
80.0,1528.86
90.0,1528.097
100.0,1527.776
110.0,1526.271
120.0,1525.355
130.0,1523.73
140.0,1522.78
150.0,1521.578
160.0,1521.188
170.0,1520.218
180.0,1519.037
190.0,1518.792
200.0,1518.549
250.0,1513.597
300.0,1509.108
350.0,1506.657
400.0,1501.46
450.0,1497.702
500.0,1492.705
550.0,1488.231
600.0,1486.691
700.0,1483.097
800.0,1480.809
900.0,1478.824
1200.0,1480.739
1606.169,1484.09
