depth,speed
0.0,1532.224
10.0,1531.86
20.0,1531.57
30.0,1531.188
40.0,1529.461
50.0,1528.053
60.0,1526.69
70.0,1525.359
80.0,1524.302
90.0,1523.695
100.0,1523.135
110.0,1522.529
120.0,1521.749
130.0,1520.994
140.0,1520.57
150.0,1520.342
160.0,1520.102
170.0,1519.93
180.0,1519.797
190.0,1519.613
200.0,1519.337
250.0,1517.692
300.0,1515.442
350.0,1511.619
400.0,1506.271
450.0,1498.823
500.0,1493.472
550.0,1489.142
600.0,1485.527
700.0,1481.134
800.0,1479.47
900.0,1479.503
1200.0,1480.707
1606.169,1484.074
