depth,speed
0.0,1520.047
10.0,1520.198
20.0,1520.364
30.0,1520.525
40.0,1520.689
50.0,1520.829
60.0,1520.68
70.0,1520.749
80.0,1520.85
90.0,1520.42
100.0,1519.457
110.0,1518.001
120.0,1516.721
130.0,1516.46
140.0,1516.197
150.0,1515.861
160.0,1515.612
170.0,1515.521
180.0,1515.669
190.0,1515.8
200.0,1515.853
250.0,1514.825
300.0,1512.793
350.0,1508.575
400.0,1502.343
450.0,1495.891
500.0,1489.947
550.0,1488.034
600.0,1486.085
700.0,1485.305
800.0,1482.34
900.0,1481.424
1200.0,1481.417
1606.169,1484.25
