depth,speed
0.0,1523.031
10.0,1523.122
20.0,1523.249
30.0,1523.285
40.0,1522.263
50.0,1520.792
60.0,1519.627
70.0,1518.493
80.0,1516.798
90.0,1515.368
100.0,1514.38
110.0,1513.755
120.0,1513.06
130.0,1512.518
140.0,1512.312
150.0,1512.146
160.0,1511.678
170.0,1511.123
180.0,1510.708
190.0,1510.035
200.0,1509.258
250.0,1505.492
300.0,1500.84
350.0,1495.651
400.0,1490.134
450.0,1486.082
500.0,1483.769
550.0,1482.388
600.0,1481.079
700.0,1479.398
800.0,1478.558
900.0,1478.465
1200.0,1480.344
1606.169,1484.399
