depth,speed
0.0,1522.926
10.0,1523.041
20.0,1523.185
30.0,1523.352
40.0,1523.506
50.0,1523.67
60.0,1523.832
70.0,1524.0
80.0,1524.045
90.0,1523.888
100.0,1523.857
110.0,1523.808
120.0,1523.809
130.0,1523.731
140.0,1523.743
150.0,1523.732
160.0,1523.54
170.0,1522.971
180.0,1522.439
190.0,1521.607
200.0,1520.539
250.0,1515.265
300.0,1509.688
350.0,1505.943
400.0,1502.13
450.0,1497.884
500.0,1493.837
550.0,1490.09
600.0,1486.728
700.0,1482.42
800.0,1480.569
900.0,1479.471
1200.0,1480.843
1606.169,1484.437
