depth,speed
0.0,1527.093
10.0,1527.09
20.0,1527.131
30.0,1527.254
40.0,1526.959
50.0,1525.874
60.0,1522.653
70.0,1519.446
80.0,1516.293
90.0,1514.356
100.0,1512.413
110.0,1510.618
120.0,1508.839
130.0,1507.559
140.0,1506.367
150.0,1505.168
160.0,1503.892
170.0,1502.743
180.0,1501.855
190.0,1501.024
200.0,1499.791
250.0,1494.638
300.0,1490.896
350.0,1487.669
400.0,1484.927
450.0,1482.424
500.0,1480.412
550.0,1479.245
600.0,1478.627
700.0,1477.819
800.0,1477.021
900.0,1477.54
1200.0,1480.124
1606.169,1484.229
