depth,speed
0.0,1486.706
10.0,1486.773
20.0,1486.901
30.0,1487.04
40.0,1487.171
50.0,1487.322
60.0,1487.428
70.0,1487.578
80.0,1487.673
90.0,1487.815
100.0,1487.973
110.0,1488.077
120.0,1488.169
130.0,1487.917
140.0,1487.611
150.0,1487.199
160.0,1486.797
170.0,1486.101
180.0,1484.679
190.0,1482.371
200.0,1480.587
250.0,1472.343
300.0,1470.322
350.0,1470.102
400.0,1472.166
450.0,1473.355
500.0,1473.109
550.0,1473.23
600.0,1474.565
700.0,1475.478
800.0,1476.064
900.0,1476.442
1200.0,1479.7
1727.8,1486.376
