depth,speed
0.0,1484.869
10.0,1484.851
20.0,1484.571
30.0,1481.869
40.0,1480.487
50.0,1478.019
60.0,1474.997
70.0,1472.921
80.0,1472.521
90.0,1470.305
100.0,1468.35
110.0,1466.434
120.0,1466.627
130.0,1465.209
140.0,1464.364
150.0,1464.184
160.0,1463.569
170.0,1465.151
180.0,1467.126
190.0,1468.784
200.0,1468.615
250.0,1468.595
300.0,1466.464
350.0,1467.528
400.0,1469.063
450.0,1471.404
500.0,1473.659
550.0,1473.973
600.0,1472.642
700.0,1473.808
800.0,1475.013
900.0,1475.923
1200.0,1478.813
1727.8,1486.058
