depth,speed
0.0,1511.471
10.0,1511.571
20.0,1511.717
30.0,1511.874
40.0,1512.035
50.0,1512.143
60.0,1511.698
70.0,1508.997
80.0,1505.613
90.0,1503.211
100.0,1501.366
110.0,1499.355
120.0,1497.797
130.0,1496.556
140.0,1495.333
150.0,1494.209
160.0,1493.156
170.0,1491.678
180.0,1490.181
190.0,1488.559
200.0,1487.345
250.0,1482.607
300.0,1477.872
350.0,1476.379
400.0,1474.887
450.0,1476.102
500.0,1475.595
550.0,1475.014
600.0,1475.46
700.0,1475.585
800.0,1476.261
900.0,1476.724
1200.0,1479.688
1727.8,1486.406
