depth,speed
0.0,1533.388
10.0,1533.025
20.0,1526.513
30.0,1518.156
40.0,1512.895
50.0,1510.207
60.0,1506.84
70.0,1504.356
80.0,1502.148
90.0,1500.724
100.0,1498.834
110.0,1497.648
120.0,1496.455
130.0,1495.562
140.0,1494.389
150.0,1494.008
160.0,1493.353
170.0,1492.4
180.0,1491.797
190.0,1491.001
200.0,1489.585
250.0,1482.246
300.0,1471.355
350.0,1470.222
400.0,1470.419
450.0,1472.168
500.0,1474.624
550.0,1475.918
600.0,1474.973
700.0,1475.785
800.0,1476.743
900.0,1477.602
1200.0,1479.606
1727.8,1486.37
