depth,speed
0,1430.36168585467
10,1431.67431925978
20,1432.9869526649
30,1434.29958607002
40,1435.61221947513
50,1436.92485288025
60,1438.23748628537
70,1439.55011969048
80,1440.8627530956
90,1442.17538650072
100,1443.48801990583
110,1444.80065331095
120,1446.11328671607
130,1447.42592012118
140,1448.7385535263
150,1450.05118693142
160,1451.36382033653
170,1452.67645374165
180,1453.98908714677
190,1455.30172055188
200,1456.614353957
250,1463.17752098258
300,1469.74068800816
350,1472.81485508512
400,1473.314875322
450,1473.81489555888
500,1474.31491579576
550,1474.81493603264
600,1475.31495626953
700,1476.31499674329
800,1477.31503721705
900,1478.31507769081
1200,1481.3151991121
1727.8,1486.59341273262
