depth,speed
0.0,1522.953
10.0,1522.955
20.0,1522.813
30.0,1522.468
40.0,1521.853
50.0,1520.978
60.0,1520.277
70.0,1520.132
80.0,1519.863
90.0,1519.578
100.0,1519.167
110.0,1519.001
120.0,1518.977
130.0,1518.906
140.0,1518.915
150.0,1518.806
160.0,1518.716
170.0,1518.423
180.0,1518.278
190.0,1518.114
200.0,1517.984
250.0,1516.669
300.0,1514.871
350.0,1511.586
400.0,1507.203
450.0,1502.83
500.0,1497.814
550.0,1493.717
600.0,1490.448
700.0,1485.289
800.0,1483.021
900.0,1481.349
1200.0,1480.985
1846.3477,1488.063
