depth,speed
0.0,1528.3
10.0,1528.399
20.0,1528.562
30.0,1528.73
40.0,1528.894
50.0,1529.067
60.0,1529.241
70.0,1529.407
80.0,1529.574
90.0,1529.703
100.0,1529.717
110.0,1529.38
120.0,1528.469
130.0,1527.599
140.0,1526.777
150.0,1525.782
160.0,1524.797
170.0,1524.104
180.0,1523.501
190.0,1522.918
200.0,1522.384
250.0,1519.703
300.0,1516.011
350.0,1511.497
400.0,1507.032
450.0,1501.943
500.0,1497.066
550.0,1492.294
600.0,1489.543
700.0,1482.852
800.0,1479.665
900.0,1478.97
1200.0,1480.622
1846.3477,1488.321
