depth,speed
0.0,1523.49
10.0,1523.6
20.0,1523.752
30.0,1523.92
40.0,1524.092
50.0,1524.268
60.0,1524.444
70.0,1524.609
80.0,1524.782
90.0,1524.891
100.0,1524.788
110.0,1524.703
120.0,1524.778
130.0,1524.21
140.0,1523.401
150.0,1522.818
160.0,1521.995
170.0,1521.005
180.0,1520.249
190.0,1519.182
200.0,1518.497
250.0,1510.867
300.0,1506.492
350.0,1497.267
400.0,1491.493
450.0,1488.503
500.0,1484.703
550.0,1483.162
600.0,1482.07
700.0,1480.942
800.0,1480.135
900.0,1479.685
1200.0,1481.165
1846.3477,1488.198
