depth,speed
0.0,1521.17
10.0,1521.185
20.0,1521.16
30.0,1521.192
40.0,1521.176
50.0,1521.137
60.0,1521.11
70.0,1521.108
80.0,1521.182
90.0,1521.296
100.0,1521.37
110.0,1521.417
120.0,1521.385
130.0,1521.165
140.0,1520.507
150.0,1519.818
160.0,1519.278
170.0,1518.946
180.0,1518.616
190.0,1518.247
200.0,1517.959
250.0,1516.624
300.0,1514.298
350.0,1510.278
400.0,1504.751
450.0,1499.521
500.0,1494.366
550.0,1490.336
600.0,1486.846
700.0,1482.08
800.0,1480.985
900.0,1480.416
1200.0,1481.248
1846.3477,1488.014
