depth,speed
0.0,1545.375
10.0,1545.217
20.0,1544.996
30.0,1544.383
40.0,1542.365
50.0,1540.511
60.0,1538.844
70.0,1536.619
80.0,1534.473
90.0,1532.732
100.0,1531.289
110.0,1529.548
120.0,1528.351
130.0,1527.071
140.0,1525.862
150.0,1524.995
160.0,1524.257
170.0,1523.337
180.0,1522.591
190.0,1522.064
200.0,1521.481
250.0,1518.564
300.0,1515.677
350.0,1512.121
400.0,1507.833
450.0,1502.561
500.0,1498.514
550.0,1495.078
600.0,1491.111
700.0,1486.203
800.0,1484.744
900.0,1482.433
1200.0,1481.885
1846.3477,1488.255
