depth,speed
0.0,1541.592
10.0,1541.689
20.0,1541.841
30.0,1541.756
40.0,1541.324
50.0,1539.998
60.0,1538.148
70.0,1535.935
80.0,1533.532
90.0,1531.367
100.0,1529.371
110.0,1528.176
120.0,1526.841
130.0,1525.647
140.0,1524.663
150.0,1523.851
160.0,1522.905
170.0,1522.133
180.0,1521.125
190.0,1520.51
200.0,1520.32
250.0,1519.317
300.0,1517.281
350.0,1514.721
400.0,1511.121
450.0,1506.112
500.0,1501.51
550.0,1496.779
600.0,1492.811
700.0,1487.432
800.0,1483.79
900.0,1482.183
1200.0,1481.544
1846.3477,1488.096
