depth,speed
0.0,1527.555
10.0,1527.669
20.0,1527.819
30.0,1527.981
40.0,1528.145
50.0,1528.28
60.0,1528.108
70.0,1527.988
80.0,1527.973
90.0,1527.985
100.0,1527.711
110.0,1527.495
120.0,1527.025
130.0,1526.509
140.0,1525.943
150.0,1525.433
160.0,1525.164
170.0,1524.933
180.0,1524.424
190.0,1523.79
200.0,1522.906
250.0,1521.175
300.0,1519.412
350.0,1516.731
400.0,1513.79
450.0,1509.771
500.0,1502.576
550.0,1498.126
600.0,1493.137
700.0,1487.533
800.0,1486.183
900.0,1484.247
1200.0,1481.272
1846.3477,1488.006
