depth,speed
0.0,1518.417
10.0,1518.53
20.0,1518.675
30.0,1518.821
40.0,1518.868
50.0,1518.92
60.0,1519.042
70.0,1519.142
80.0,1519.052
90.0,1519.147
100.0,1519.289
110.0,1519.411
120.0,1519.525
130.0,1519.665
140.0,1519.805
150.0,1519.949
160.0,1520.085
170.0,1520.225
180.0,1520.381
190.0,1520.342
200.0,1520.282
250.0,1518.526
300.0,1517.08
350.0,1515.13
400.0,1511.691
450.0,1506.931
500.0,1502.624
550.0,1498.012
600.0,1494.404
700.0,1488.364
800.0,1485.196
900.0,1483.352
1200.0,1481.028
1846.3477,1488.661
