depth,speed
0.0,1520.261
10.0,1519.315
20.0,1517.956
30.0,1517.482
40.0,1516.894
50.0,1516.56
60.0,1515.758
70.0,1514.648
80.0,1514.333
90.0,1514.062
100.0,1513.68
110.0,1513.395
120.0,1513.171
130.0,1512.935
140.0,1512.835
150.0,1512.615
160.0,1512.066
170.0,1511.464
180.0,1510.869
190.0,1509.95
200.0,1508.538
250.0,1501.421
300.0,1494.721
350.0,1489.956
400.0,1485.966
450.0,1483.169
500.0,1481.739
550.0,1480.292
600.0,1479.41
700.0,1478.188
800.0,1478.076
900.0,1478.68
1200.0,1480.899
1846.3477,1488.001
