depth,speed
0.0,1521.867
10.0,1521.877
20.0,1521.809
30.0,1521.704
40.0,1521.627
50.0,1521.554
60.0,1521.521
70.0,1521.616
80.0,1521.671
90.0,1521.697
100.0,1521.789
110.0,1521.863
120.0,1521.932
130.0,1521.995
140.0,1522.134
150.0,1522.229
160.0,1522.203
170.0,1522.144
180.0,1522.26
190.0,1522.294
200.0,1522.255
250.0,1520.709
300.0,1519.322
350.0,1517.997
400.0,1515.961
450.0,1512.006
500.0,1508.417
550.0,1504.004
600.0,1499.258
700.0,1491.302
800.0,1488.42
900.0,1485.736
1200.0,1481.962
1846.3477,1487.374
