depth,speed
0.0,1539.517
10.0,1539.61
20.0,1539.747
30.0,1539.932
40.0,1540.1
50.0,1540.221
60.0,1539.493
70.0,1537.472
80.0,1535.434
90.0,1533.791
100.0,1532.115
110.0,1530.967
120.0,1529.638
130.0,1528.585
140.0,1527.696
150.0,1526.6
160.0,1525.721
170.0,1524.941
180.0,1524.374
190.0,1523.893
200.0,1523.398
250.0,1520.097
300.0,1515.755
350.0,1510.649
400.0,1505.961
450.0,1498.488
500.0,1494.163
550.0,1490.664
600.0,1488.205
700.0,1484.534
800.0,1482.274
900.0,1481.194
1200.0,1481.144
1846.3477,1487.575
