depth,speed
0.0,1540.387
10.0,1540.491
20.0,1540.654
30.0,1540.842
40.0,1541.001
50.0,1539.906
60.0,1536.593
70.0,1533.279
80.0,1531.293
90.0,1529.321
100.0,1526.454
110.0,1524.805
120.0,1523.341
130.0,1522.395
140.0,1521.879
150.0,1521.155
160.0,1520.589
170.0,1520.008
180.0,1519.57
190.0,1519.09
200.0,1518.749
250.0,1516.876
300.0,1514.788
350.0,1511.543
400.0,1507.81
450.0,1503.766
500.0,1499.553
550.0,1495.98
600.0,1491.823
700.0,1484.132
800.0,1482.736
900.0,1481.548
1200.0,1480.916
1846.3477,1487.941
