depth,speed
0.0,1532.692
10.0,1532.679
20.0,1532.69
30.0,1532.787
40.0,1532.411
50.0,1531.914
60.0,1531.126
70.0,1530.009
80.0,1528.797
90.0,1527.869
100.0,1527.208
110.0,1526.579
120.0,1526.1
130.0,1526.43
140.0,1525.823
150.0,1523.975
160.0,1522.01
170.0,1521.307
180.0,1520.638
190.0,1519.982
200.0,1519.324
250.0,1511.623
300.0,1505.578
350.0,1498.854
400.0,1493.714
450.0,1490.73
500.0,1487.464
550.0,1483.343
600.0,1482.082
700.0,1480.74
800.0,1478.546
900.0,1479.09
1200.0,1480.775
1846.3477,1488.245
