depth,speed
0.0,1529.213
10.0,1529.421
20.0,1529.584
30.0,1529.747
40.0,1529.881
50.0,1529.94
60.0,1530.039
70.0,1530.164
80.0,1530.251
90.0,1530.188
100.0,1529.897
110.0,1529.387
120.0,1528.846
130.0,1528.516
140.0,1528.289
150.0,1527.658
160.0,1527.237
170.0,1526.082
180.0,1524.628
190.0,1523.649
200.0,1522.426
250.0,1517.384
300.0,1511.755
350.0,1506.176
400.0,1502.112
450.0,1496.503
500.0,1492.539
550.0,1487.131
600.0,1484.2
700.0,1481.546
800.0,1480.057
900.0,1479.688
1200.0,1480.673
1846.3477,1488.373
