depth,speed
0.0,1533.005
10.0,1533.131
20.0,1533.192
30.0,1532.968
40.0,1533.012
50.0,1533.074
60.0,1532.817
70.0,1532.843
80.0,1533.019
90.0,1533.166
100.0,1532.591
110.0,1531.732
120.0,1530.649
130.0,1529.632
140.0,1528.48
150.0,1526.849
160.0,1525.249
170.0,1523.955
180.0,1522.005
190.0,1519.945
200.0,1518.311
250.0,1512.263
300.0,1509.55
350.0,1504.134
400.0,1499.915
450.0,1495.153
500.0,1488.484
550.0,1483.884
600.0,1481.447
700.0,1478.883
800.0,1478.762
900.0,1478.727
1200.0,1480.917
1846.3477,1488.185
