depth,speed
0.0,1526.622
10.0,1526.728
20.0,1526.854
30.0,1526.827
40.0,1526.539
50.0,1525.696
60.0,1524.931
70.0,1523.671
80.0,1522.469
90.0,1521.463
100.0,1520.246
110.0,1519.34
120.0,1519.044
130.0,1518.822
140.0,1518.355
150.0,1517.757
160.0,1516.978
170.0,1515.915
180.0,1514.964
190.0,1513.816
200.0,1512.46
250.0,1506.824
300.0,1501.516
350.0,1498.596
400.0,1495.436
450.0,1491.132
500.0,1487.378
550.0,1484.552
600.0,1482.078
700.0,1480.233
800.0,1479.985
900.0,1479.512
1200.0,1480.742
1846.3477,1488.167
