depth,speed
0.0,1517.799
10.0,1517.841
20.0,1517.948
30.0,1518.098
40.0,1518.242
50.0,1518.405
60.0,1518.516
70.0,1518.625
80.0,1518.75
90.0,1518.877
100.0,1519.001
110.0,1519.117
120.0,1519.222
130.0,1519.297
140.0,1519.402
150.0,1519.515
160.0,1519.661
170.0,1519.786
180.0,1519.917
190.0,1520.047
200.0,1520.146
250.0,1518.502
300.0,1516.425
350.0,1514.062
400.0,1510.612
450.0,1505.998
500.0,1501.022
550.0,1495.824
600.0,1492.508
700.0,1486.744
800.0,1483.748
900.0,1482.58
1200.0,1481.585
1846.3477,1488.47
