depth,speed
0.0,1542.535
10.0,1540.171
20.0,1537.155
30.0,1534.904
40.0,1532.727
50.0,1529.773
60.0,1526.319
70.0,1524.738
80.0,1523.197
90.0,1521.845
100.0,1520.516
110.0,1519.222
120.0,1517.811
130.0,1515.952
140.0,1514.602
150.0,1513.739
160.0,1511.858
170.0,1509.55
180.0,1507.623
190.0,1506.146
200.0,1505.088
250.0,1499.086
300.0,1492.726
350.0,1487.811
400.0,1484.495
450.0,1480.976
500.0,1479.837
550.0,1478.556
600.0,1477.723
700.0,1477.131
800.0,1477.378
900.0,1477.651
1200.0,1479.823
1846.3477,1487.755
